,text,label
12796,ما شاء الله هاذي حصة 90%من نجاحها يعتمد على أروع منشط شفتو في حياتي بحنانتو و بقلبو الكبير قدر يدخل كل قلوب الجزائريين من صغيرهم لكبيرهم الله ينجحك و يحفضك من عين,2
12797,متل هدك المنغوليا لمجندينها في اليوتيوب,0
12798,ساسها مبني بالغش  حسبي الله ونعمة الوكيل و ربي يعوضهم خير,2
12799,Jamal tooop hbbb,2
12800,انت تدس السم في العسل يا الفرطاس,0
12801,ربي يحفظكم أستاذنا الفاضل,2
12802,هذا يهودي,0
12803,يا وخطونا قيلونا الله يذلكم واذا بغيتو تفهموني ادخلو ل قوقل ترلديكسيون وترجمو واللهلا فهمتوني قاع بوان فينال .,0
12804,Vive mokhtar,2
12805,ربي يجزيك يا أستاذ ويرحم روح أمك الطاهرة,2
12806,باين داه ب 9,1
12807,"<b>شكون من باك 2021 ربي ينجحنا ... أدعيولي نجيب 10,00 😅</b>",1
12808,متى ينقرض فيروس الشيتا و الحركى فالجزاءر 😱 قبح الله وجهك يا منافق  الحراك هو الحل ....🕊🇩🇿🕊,0
12809,هادي الاخصاءية مهبوووووووووولة يا لطيف,0
12810,Djamel arwah Batna khouya arwah 3andi merhba,2
12811,مزالو هاد المهرج يقزيستي!!,0
12812,"Ya khabif,rak sakrane ghir tokhrate fayeh.MADANIA MECHI ASKARIA.HAYA ALLAH EL AHRAR.",0
12813,جات كرونه نقاتنا قاع ربي جيب الخير,2
12814,سبحان الذي يقول لشىء كن فيكن,2
12815,"Ayoub betterrrr 💜😋 I love u , KEEP GOING 🙏🏻",2
12816,🇹🇳🇩🇿🏁🏁🏁🏁🏁رائعة وتشعرني بالحماس,2
12817,علابالك لوكان قالت هاد لكلام في برلمان امريكي ولا اروبي يدوك يكراو عليك في مستشفى المجانين كيفاش جابت هاد الفلسفة والقمة من الذكاء المبهر ،يدوك يقراو عليك 15 سنة باش يحللون هاد المعادلة انشطاين يصرالو سكة دماغية,0
12818,الله يبارك بصحتكم التحويسة شابة بزااااف,2
12819,يا ايها الشعب الجزائري وينتا تتكاكاو وتوعاو وتفيقو من غيبوبتكم ورقادكم تفطنو من سباتكم العميق وتنحو الخوف وتتعلموا ثقافة المقاطعة شعب سارق وفاسد ومذلول ربي سلط عليه حكام على حسابهم و راكم كثرمن الموتى خافو ربي الحالة مراهيش تعجب البلاد راهي داخلة في حيط ورايحة للهاوية وحنا ساكتين وراضيين وقابلين وقاعدين نتفرجو كيما المذاليل والمرخس والطحاحنة والعبيد صم بكم عمي فهم لا يعقلون رانا من سيء الى اسوء رانا محرومين من كلش وكلش نشوفوه بعينينا حتى ادنى الحقوق ولاو يبانولنا احلام يستحيل تحقيقها زادولنا في كلش ماطلقوا والو هاذي وين صرات يروح يمد في مساعدت بالملايير بدراهم الشعب وحنا داير ازمة سيولة بلعاني على الشعب باش يقتلو الشر ويلهيه وميطالبش بحقوقه ويحوسو يديرو دستور لي يخلق النميمة والشتت بين الشعب ويخرج الجيش يحارب ويحارب العربية والاسلام هاذو يديرو اي حاجة باش يلهو ويكسروا ارادة الشعب وخاصة الحراك و خلصة تاع 2 دورو وراح زادلنا في كلش ماطلق والو حرم علينا المعيشة الله يحرم عليه الشهادة كلش غالي وكلش تشوفو بعينيك ومحرومين من كلش ويغتصبو في حقوقنا نديرو غير الواجبات برك ويعتقل في الناس من الطرف سياسة الترهيب والتخويف ونتوما لا حياة لمن تنادي ولا تحركون ساكنا المافيا تاعنا فاتت تاع طاليان بمراحل في بلاد الخيرات والثروات بصح المعيشة بدائية وصومالية ونتوما عاجبكم الحال وراضيين وساكتين وقاعدين تتفرجو لا حياة لمن تنادي هاذ النظام مايطيحو وماينفع معاه والو ماغير الاضراب العام والعصيان بصح سبيطارات نقل فارماسي يخدمو حوانيت تاع الشعب يخدمو بشكل عادي ويومي باسكو المظاهرات برك مايجيبو حتى نتيجة فايت عام والنتائج اصفار مكاش شعب في العالم دارهم وفشل وخلاص هاذ الشعب ميؤوس منه ومفقود منه الامل دارو الفينيات وماهدرتوش القتيلة ولات سايبة وساهلة وعادية و ماهدرتوش زادو في النقل ماهدرتوش زادو في المازوت وليسونس ماهدرتوش قاطع الشهرية على الشعب عيناني باش يكتلو الشر وميطالبش بحقوقه ويلهيه ومكاش لي يهدر زادو في الضرائب ماهدرتوش زادو في لاسيرونس ماهدرتوش انتهكوا حرمات النساء ماهدرتوش زادو في البيض الطوماطيش تاع القوط الحليب .... ماهدرتوش زادو في الغرامات ماهدرتوش زادو في الكراء ماهدتروش زادو في فواتيرالماء ماهدرتوش زادو في فواتير التريسيتي ماهدرتوش الماء على العام مقطوع وماتهدروش يعتاقلو في الناس من الطرف ماتهدروش يروح يمد في مساعدات بالملاير لتونس والمالي ولبنان والنيجر وحنا يزيدلنا في كلش ويسترجع في الاموال المنهوبة على ظهورنا زاد في كلش ماطلق والو وماتهدروش خلصة تاع 2 دورو وماتهدروش 4 دول يدو في ثرواتنا باطل ونتوما راضيين وساكتين والله وينحولنا السروال وحتى واحد مايهدرها انا والله مفمهت شا لازم يديرو باش هاذ الشعب يتحرك ويهدر ويطالب بحقه الله غالب شعب بارد وضيمرو ميت لابغا تخلى المهم تخطي راسهم يديرو في القوانين كيما يظهرلهم يزيدو كيما يظهرلهم يلعبو بالبلاد كيما يبغو والشعب قابل وراضي ويشوف في المنكر والباطل لكحل وساكت ودايرين غير ريانهم باسكو علابالهم بليي حنا مذاليل وطحاحنة ومرخس وخوافين ونعاج ومانديرو والو ومتشتين وغير تاع تمنشير وقهاوي وماكلة وخرا حاشاكم روحو شوفو اسيادنا في المانيا وامريكا وفرنسا والسويد ولبنان وفنزويلا والارجنتين وايطاليا وهونغ كونغ مصر ..... هاذوك غير يزيدولهم في الاسعار ولا يديرولهم قوانين تنهبهم وتضرهم قاع يخرجو ويديرو اضراب عام وعصيان وميحبوش حتى تلبي المطالب تاوعهم مكذبش ابراهيم الكوني كي قال ارذل ضروب العبودية هي عبودية نختارها بانفسنا وشارل ديغول كي قال تركت في الجزائر جزائريين اكثر فرنسية من الفرنسيين,2
12820,كيف تريدوننا ان نطبع مع كيان وهمي ،نكرة ، كل ما يفعلونه يبين انهم لا يصدقون حتى انفسهم .. مجرد عصابة من المجرمين يتلقون الدعم من الصهيونية العالمية. وهي خليط من اليهود والنصارى الغربيين . بيت من قش سيحترق يوما ويحرق معه المطبعين الخونة ويرمون في مزبلة وقنوات الصرف الصحي.. ولا نريد شعوب الذل والعار دعوهم يعبدون ويرطكعون ويمصون...ز.... ملوكهم وامراءهم الخونة ....المنبطحين ،الملوطين، المفعول فيهم...,0
12821,تكبر و تفهم ههههههه,1
12822,اروع وأفضل مخرج ومنتج في تاريخ السنما الجزائرية,2
12823,الله يرحمك يا أسد الجزائر يا من سخرك الله للمرور بالجزائر إلى بر الأمان فنم قرير العين والله يجعل الجنة مثواك يا رب العالمين,2
12824,أخدم تهريب نيك دولا ڨاع رنا هاك تحية ليكم من تلمسان,0
12825,احذر من جماعة تمنراست كامل سرقين يدلكم دراهمكم,0
12826,هؤولاء ولاد عنابة الاصليين تلقاهم يتطوعون في جمعيات وفي المساجد.... التربية واللطافة والاخلاق ماشي لي راتي البوندية تع لمواس الاعراب الدخلاء على مدينتنا ومدينة اجدادنا,2
12827,الحمد لله لرجع رئيسنا سليما معافى💐💐♥️,2
12828,الله يرزقكم إنشاء الله,2
12829,"تحول من ""أمير المؤمنين""إلى أمير لليهود في ليلة الجمعة",0
12830,ربي يحفضك يما ❤,2
12831,هل هاذ التخصص علمي او أدبي,1
12832,احببت الاغنية جدا يا ولد بلادي DZ DZ DZ DZ✋✋👏👏👏💗💜🙌,2
12833,من أجمل ما شاهدت حقا أنت مبدع,2
12834,مبروك عليك خويا ولعقوبة ليا إن شاء الله و كامل المؤمنين يارب,2
12835,حلقة ثرية بالإفادة  شكرا لك دكتور نضال وبانتظار المزيد,2
12836,اتكل علينا لعزيز🔥🔥🔥,2
12837,ربي يرزقك زوج صالح كيما راكي متمنية الأخت ربي يهنيك,2
12838,ربي يهديهم  تحية لناس خروبة مفتاح ونقولكوم صحا عيدكم,2
12839,wjouh zabbi,0
12840,الفقر يوجع واللي ماجربوش يحمد ربي . كل الشدائد تزول اذا شدينا في ربنا ودينا ربي يرزقنا الصبر 😢,2
12841,ان شاء الله تاكل بعضاها.... الله يجعل كيدهم في نحرهم,0
12842,زتونة كبرت ولات تحسب روحا حب الملوك ياواحد الفوحة,0
12843,Ils vont tous en enfer,1
12844,لا يوجد تنوع ثقافي الشعب الجزائري ثقافته اسلامية و لغاته العربية يفهمها كل الشعب الجزائري من الشمال إلى الجنوب و من الشرق الي الغرب وزواف وكلاب فرنسا دزو مع هم يعني دوز مع الكفار.,0
12845,انت اذا معجبكش الشعب باعد عن البلاد انت وزير الشعب يقدر يمحيلك اسمك من الجزائر,0
12846,مجموعه من المهرجين بقيادة كتفه الحصه البهلول،وبقيادة قناة العار،سلام,0
12847,Rkhis ma3handouch riha enta3h erdjal,0
12848,يرحم بوك ماتقولش الجزائرية . هدي وحدة ملحدة كافرة من فصيلة الكاسيات العاريات,0
12849,المغارية و الجزائريون واحد اذا مس احد الجزائر كأنما لمسنا نحن، اللهم احفظ الجزائر و المغرب و كل البلدان الاسلامية، و اجعل كيدهم ينقلب عليهم,1
12850,اعلام العار لعنة الله عليكم وعلى رئيسكم يحيا الاحرار ولي ماحبش يخبط راسو في حيط,0
12851,talaa niveau nahi hadik ellabssa hadik yàlabssouha errajala,0
12852,شكرا خويا علي المغامرة الأمتعة وتمثيلك للجزائر الكاتب من مدينة تيميمون ادرار مرحب بيك,2
12853,اروع حلقة هذي طووووووب 🥰🥰🥰ربي يكملهم نشاله,2
12854,الله لا يتربحكم يا العصابة ربي يحرڨكم حتى الغابة مامنعتش منكم,0
12855,هههههه غلبنا جهل الجاهلين بجهلهم,0
12856,اللهم احفظ بيلادن,2
12857,بخصتو بينا حصة و شطيح و رديح و زغاريت في الشهر العظيم,0
12858,يا صباح الخير شكلك متشبث في الموضوع رغم الإعاقة 😂,1
12859,قدر من الله ان تكون الجزائر قوية بجيشها الوطني الشعبي النوفمبري و إلا لنهشتها الذئاب المتربصة بها من كل الجهات فلا مكان للضعفاء في هاذ العالم و يحي الجيش الوطني الشعبي النوفمبري المسلم حامي راية الإسلام و الشهداء,2
12860,ربي يهدي و يغفر و السلطات تخدم بالعكس و الله,2
12861,Au lieu de parler avec des medecins et des Pharmaciens...vous parlez avec des personnes ignorantes....mazalkoum BAAD C EST TROP.,0
12862,يعطيك الصحة وبارك الله فيك تحليل منطقي وموعي للشعب هذا اذا اراد الشعب ان يتوعى اما اذا اراد ان يستمع لابواق التفاق فللاسف هذه خيبة ، ربنا يحميننا ويحمي الجزائر,2
12863,Les clones au service d une issabat,0
12864,كذابين متوفر فقط على عواصم الولايات فقط.,0
12865,ادعولي انجح😭😭,2
12866,جيت منكم نحدف الحصة خريتو في رواحكم نصيحة متكونش كما هكا و طفلة جات على حاجة خلاف وليتو تتمسخرو بها من نيتكم؟؟ ربي يهديكم و طفلة ربي يهديها انشاء الله و تعرف طريق صح,0
12867,ما ان ارى او اسمع عن هؤلاء الرجال حتى احس بشموخ هامتي لا اراديا كيف لا وهم ابناء الجزائر فيكفيني فخرا اننا ولدنا في وطن واحد ربي يسترك يا وطني الحبيب,2
12868,يا عادل اليوم حصة سامطة ملقيت مجيب. جيب سهيلة معلم بشرى عقبي. صارة رجيل,0
12869,ازحي راهم كل يقلكم الشعب وعود كاذبة تاع مسؤولين حازبو الزبل تاع المسؤلين المحليين راهي السرقة في القرى و البلديات صغار اقضو عليها تسقم لبلاد,0
12870,واش راك حاب يغيضنا ياودي روح تملح يستاهل ما كتر اساء لنفسه ولشعبه ولبلده,0
12871,لا يوضع الرجل المناسب في المكان المناسب,0
12872,قنواة العار تروح ليهم صحفية محجبة يا يقولولها مكانش خدمة يا يحتوها في بلاصة ماشي شابة و تروح ليهم وحدة من الكاسيات العاريات كيما هاذي يخدموها و يخلصوها مليح و بحتوها في الواجة,0
12873,ان شاء الله ربي يرزقها الذرية الصالحة ويرزق جميع المسلمين,1
12874,انت واحد من العصابة الذين يعيشون في الظل انت لم تستطع أن تحكم في مجال اختصاصك فكيف تحكم شعب بقيمة الشعب الجزائري شي كبير عليك ياسي ميهوبي,0
12875,تحية ليك أخي ❤🇩🇿🙏الله يرحم صديقك لي توفى,2
12876,بغيت نحل تمارينك المقترحة لكن الوقت داهمني واش تنصحوني يعني تمارين معينة نحلهم من تمارين الاستاذ نور الدين ؟؟,1
12877,2millions 5000 da  يديها أستاذ التعليم الإبتذائي,1
12878,اقسم بالله الدمعة طاحتلي اغنية رائعة ومؤثرة يعطيك الصحة. من أروع. ماسمعت👏👏👏👏👏👏👏👍👍👍👍👍👍👍👍👍👍👍💗💗💗⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩💖💖💗💓💓💓💓💓💓💞💞💕💞💞💞💞💞💞💞,2
12879,Jamais cheft bnadm eando confiance kima howa,1
12880,رائع جدًا  شعرت بحافز كبير بعد هذا الفيديو  شكرًا جزيلًا لك 🤍✨,2
12881,طوووز فيك ارفع قيمة الدينار أما الباقي خرطي في خرطي,0
12882,مشاء الله صحافي يعرف يهدر,2
12883,الجزائر اصبحت قوة اقليمية في المغرب العربي وافريقية تحيا خالصة لشعب الجزائري نصركم الله على أعدائكم ⁦🇱🇾⁩⁦🇱🇾⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇹🇳⁩⁦🇹🇳⁩⁦🇹🇳⁩⁦🇩🇿⁩⁦🇩🇿⁩⁦🇩🇿⁩,2
12884,ادا كانت سيادة الكاملة ادخلو لها ههههه مات زمن شكارة بتوفلقية البومدينية صحراء في مغربها ووالمغرب في صحرائه . دجاجة كتبيض والفروج دراه سوتو .هههه ولي بغي شطريحة مرحبى,1
12885,لاتخشون من الله لذلك قصف الله الأرض بالجزائر وجعلها أسفل السافلين رغم البترول والغاز,0
12886,أخباركم كلها كذب أنتم تروجون لأخبار لاصلة لها بالواقع,0
12887,جزائري ونحب بلادي وتحيا الجزائر 🇩🇿ان شآء الله النصر لنا وليسقط لاعداء,2
12888,✨👑🎩👑🎩👑🎩✨ 🎶😁😁😁😁😁😁🎶 👏👗👕👗👕👗👕👏 🎤🎶🎺🎶🎵📢🎶🎸 Party Time!,1
12889,بتمنى لو كان كل النساء مثلك شجاعه وشامخه .... اتمنى اتفك اسرك وعشانك ممكن السوي المستحيييييل حتى لو كان الحرب العالميه الثالثه تحيه من العراق الي فلسطين,2
12890,والله ثم والله نحبك في الله ياشيخ جزاك الله خير الجزاء .من مغربي.,2
12891,صلاة في أي مكان,1
12892,الحمد الله. على. سلامة سلامات. رجوع. رئيس. بخير,2
12893,عجبني البرنامج انشاء الله نتبعو وربي يوفقنا,2
12894,انا نعرفها اشواق صاحبتي وقرات معاي في العباقرة وهي لديها شخصية قوية وذكية وصوتها جميل,2
12895,حسبي الله ونعم وكيل ناس محتاجة مصروف نتونا تجيو تخسرو نعمة ربي واحنا ازمة كرونا ناس معندهمش فهاد برنامج تافه,2
12896,شعب ميت .مسكية هذه البلاد لسميتها الجزائر كون تنطق وتهدر كيما نهدرو لوجدنها تلعن فينا صباح وعشيا,0
12897,اطردوا هذا السفير الفرنسي المكلوب الغبي - - ا,0
12898,دولة ولاد لحرام 👿 يسقط حكم الجنرلات الشيوخ الديناصورات 🚽💩💩دولة ولاد لحرام 👿 يسقط حكم الجنرلات الشيوخ الديناصورات 🚽💩💩دولة ولاد لحرام 👿 يسقط حكم الجنرلات الشيوخ الديناصورات 🚽💩💩,0
12899,والله اعطيك الصحة اختي جربت الخفاف تاع الفرينة عندي واحد 6سنين من عندك لدك انديرو ويصلحلي من الضربة الاولى ربي يحفظك,2
12900,بردتيلي قلبي،يعطيك الصحة و باينة من هدرتك مثقفة,2
12901,قناة البلاد أصبحت أضحوكة، تنقلون الأخبار الأقل أهمية و تتفادون الأخبار المهمة..  تكلموا على سجناء الرأى يا خونة... تكلموا عن ما يحدث لى إبراهيم لعلامى و درارنى,0
12902,يا الله لا استطيع حبس الدموع مجرد تخيل بشاعة ما تعرض له طفل بريء اللهم سلط على من قتله سبعا يأكله يارب,0
12903,نعم كاين واش تقول ... لكن كانت منابر للشياتين و الشيته و وجه للشيته للعالم عن الجزائر .... انت من حزب تاج لسراق عمار غول ابقى مع الفنانين و الشطيح خير لك ... التاريخ لا ينسى و الجزائري لا ينسى التاريخ و كل شيء موثق.,0
12904,تحيا الجزائر ويحيا الجيش الموطني الشعبي  ما يخص الشراكة لازم على الجزائر الاكتفاء الذاتي باي طريقة للخروج من الازمة  الشكة هلكة لوكان فالطعام,1
12905,"Looks awesome. The film stars Jason Statham, that's more than enough reason for me to check out the film.  TERRANCE OUT",2
12906,ربي يكتب لينا حرقه تكون بردا وسلاما 💝,1
12907,يخصنا في كل قناة واحد كيما نوي,2
12908,يا شيخ يبدو انك لم تفهم المخزى من الفتوى الاستثنائية في هذا الظرف الاستثنائي ومع ذلك أقول انك على حق في فتواك و لكن اللجنة العلمية اجتهدت نظرا للظروف الراهنة وهناك من يوافقها من علماء المالكية وانت تعرف ذلك أيضا,1
12909,ميساج واعر خاوتي ربي يحفضكم 👍👍👍💯,2
12910,الله يبارك شلفاوة فور,2
12911,لي قال مافيا بدرابو مغلطش,0
12912,Rabi m3akom inchl,2
12913,هذا والوا ماشي والي و هي قالت طلمة حق عند سلطان جائر,0
12914,وين راه الفيديو نتاع تبون لي قال فيه هذي الهدرة.,1
12915,الحمد لله والله غير كنا خايفين ياسيد الرايس ودعائنا استجيب فالتسكت كل الالسن الكاذبة تحيا الجزائر💪❤,2
12916,حذاري من تزوير النتائج لأن ذلك خطر على مستقبل البلد..... لالالالالالا لدستور الخيانة والخونة,0
12917,راد قوي من القحاب العاصميات علي منقشهم,0
12918,Top god job bro,2
12919,Proud of you rifka ♥️,2
12920,Mr Rafaa vous l'avez déshabille bravo bravo,2
12921,بالتوفيق ان شاءالله لو يطور هذا الموقع راح تدخل التاريخ من الباب الواسع ربي يبارك,2
12922,شفت الفيديو حسيت البرد في عظامي .. علاه ياخويا تكره روحك الناس تهرب مالبرد و نتا رايح ليه .. ههه,1
12923,Queen 👑😍😍😍 bzzf chabin,2
12924,ممثل الحصة مبعر يعيف يستخدم اساليب مستفزة ويلغا في الكلام ويريد ان يسقطه في اخطاء,0
12925,تقوللك وعلااه يغمض عينو عايلتو فصبيطار مايكلوش الحبار ممنوع عليهم ياكلو بيري,0
12926,من فضلكم حطولنا هاد الارز لي دارو الشاف كادار تعيشو,1
12927,Dawla criminelle ouled lahram. Quelle souffrance immense subit le peuple algérien. Allah la trabah al Issaba MAFIA.,0
12928,كذاب مكانش استراد,0
12929,فيديو ر اااااا اااااا اااااا ئع تستاهل الأوسكار,2
12930,وعليكم سلام حبيبتي ويعطيكم الصحة والعافية,2
12931,هدي مشي بلاد خوتي الله منحراق ول نقعد في وسط جيف,0
12932,سيماهم في وجوههم ربي يوفقك سيدي,2
12933,لك مني كل الشكر و التقدير استاذ نضال ، ما شاءالله عليك ابداع و تفكير عميق و دقة في الكلام ، جزاك الله خيرا .,2
12934,Waw 😍👏💛💜,2
12935,نحبك امير خويا ربي يحفضك,2
12936,تحيا. الجزائر 🇩🇿,2
12937,Belaili c est le meilleur joueur algérien actuellement sa place et indispensable,2
12938,شحال نكرها صحفية لبسة تعيف لا احترام لا والوو,0
12939,شكرا على redmi c3لانني ندير مونتاج فري فاير,1
12940,المثال و القدوة لي تولد و تربي على طاعة ربي و النبي مش لي تتبهلل و تعلق على البوليطة... فففف ربي يهديكم 😒,1
12941,سبحان الله تحوس تفهم دقيقة تشدك الشقيقة 🤔 مبقاش رحمة في هاذ الدنيا ازيد راهي في بلادها اتروح وين اتحب مالشرق للغرب مالشمال للجنوب هاذ بلاد الكل مراهي رزق حتى واحد جات تطلب الحماية اهوما اقلولها وعلاش جيتي اتقول حبطت من الفضاء حسبي الله ونعم الوكيل ربي ياخذ الحق الشكوى لربي ربي ايسرها اعليك وعلى كل محقور,0
12942,ربي يطلق سراحو هو وكل معتقلي الرأي، اللهم انصرنا على الحكام الظالمين واضرب الظالمين بالظالمين واخرجنا منها سالمين غانمين واحفظ بلادنا من كل شر وبارك في أولادنا وشعبنا وسڨمنا بلادنا لاولادنا وارزقنا رجال مخلصين يعملون لمصلحة البلاد والعباد التبات التبات وقوتنا في وحدتنا وسلميتنا هي سلاحنا.,0
12943,ينعل ولديها وليد الكلب  من بكري وفرنسا تاكل فيها أقطع جد العلقات نهائي ينعل ولديها وليد لحرام منحاتجواش الاستعمار في الاستثمار تاع لبلاد قطعواهم راهي خلات في بلادهم زيدو عليه الضر ولهم خلي تخلا وتشعل فيهم النار,0
12944,هذا المقام اسمه بيات شوري، وهو مقام فرعي نصفه الأول بيات ونصفه الثاني حجاز. مثلاً بيات دوكاه (ري) وحجاز حسيني (لا). مقام جميل جداً. ما شاء الله,1
12945,مساء نور و الله قعدة حلو والله وحدك سالي,2
12946,لاحولا و لا قوة إلا بي الله العلي العظيم لا حولا و لا قوة إلا بي الله العلي العظيم,1
12947,ولله جند لا يعلمها أحد ♥️,2
12948,Oui c vrai magheltouch zin tefla trebiya o l 39el bismilah mashalllh 3liha 👍,2
12949,دورك ممثل مراحش يلعب في مسلسل حبيتو ترجعوهة ضظية رأي عام لعب الله يبارك مالعبش الله يبارك يخي تافهين,0
12950,كل يوم نتيقن ومحبيتش تجاوبني,1
12951,الوصفة الاصلية ما يجيش فيها فلفل حلو يجي فيها الفلفل حار فقط,1
12952,راك دوك في كاميرا كاشي عقم دارك😶 ..هي ثاني مخدمة 🤔,0
12953,Mchi ta3ti,0
12954,ربي يرحم شهدائنا .وربي يصبر اهلهم .والله ماقدرت ملبكا لقلب يقطعوه .وربي يرحم لحراقا,2
12955,هاذا بوالزيت لو كان عندو صح مشكل معاهم ساعتين يلقطهم كلكباش....,0
12956,Rakoum trawdjou Li massrahiate el moukhabarate . bsahatkoum,1
12957,ربي يطلع شنا بلادنا و يحفظ وليداتتا و ربي يحفظ خويا الرائد درامشية فريد,2
12958,اللهم عافنا  اللهم استرنا والحمد لله على كل حال,2
12959,سمحلي مفهمت والو خلطهالي 😂,1
12960,شوشان هذا من جماعة النوفبرية الباطزية هو يكذب مثلهم ويزور التاريخ ويخون ويسب القبايل انا لاافهم مشكلتهم معنا او معا الامازيغية امر محير ؟ 🤨,0
12961,الله يبارك ماشاء الله تعلمنا الطبخ على يديك ربي يحفظك يا سيدتي الفاضلة,2
12962,ياو طحاحن ماشي رجال,0
12963,وفجأة اصبح كل تعليقات محبسمهم  شعب تاع دراما و كذب  ونتا مول الفيديو اعطينا دليل ؟ ولا لي دره زكه يدير فيديو,0
12964,😂🤣😂 في القمة,2
12965,صدقت يا أخي,1
12966,wlit jpeut pas voir le vlog de khoubia sans faire un commentaire prsk franchmnt le meilleur vllogeur et chikour teswir kima nsemih ana <3 <3,2
12967,ادعولي نتحصل على 17 معدل و أسعد امي في قبرها 💔🙏,1
12968,تحيا الجزائر الكبرى 👑 و عاش شعبنا العظيم و المجد والخلود لشهدائنا الأبرار 👑👑,2
12969,ما شاء الله اللهم بارك فيك وفي صوتك,2
12970,اشكرك على صراحتك,1
12971,جزاك الله خييرا ♥.♥,2
12972,بنتي صغيرة قالتلي في وذني ماما بدينا نمشيو للجنة؟؟؟😥😥😥😥😥<br>خلعتني عنقتها وبكيت معرفت منقولها,1
12973,Vraiment 3ndk wahd l couraje rby barQ 💛,2
12974,هذا الخطرة الكاس العالمية الجزائر راه تجري عليها من دا شحال كانت عادي نديها بصح لوكان داوها يقول الكردي بانه صاحبه بصح ضروك غريب باه نديها مايليقش يكون واحد مشي💯⁦🇩🇿⁩,1
12975,هادو مشي عيصابا .هادو جبناء.,0
12976,علاش شعب يبلغ و نتوما واش هي خدمتكم اخدمو خدمتكم و لا قودو علا رواحكم باش يديرو حملة مداهمة عليهم قاعدين و شعب يخدم في بلاصتهم دولة عاجزة تماما,0
12977,rabi ma3na,1
12978,هؤلاء ما يتحركو حركة حتى يحسبولها مليار حساب ويشوفوهاتخرج عليهم ولا لا,1
12979,"Bayouna l, alcoolique walat comedienne?",0
12980,يحسابونا جياح ماناش فاهمين المسرحيه تاعهم كلكم زي بعضاكم حسبنا الله ونعم الوكيل فيكم وين تروحو من عذاب ربى 👌🏼👌🏽👌🏻😠,0
12981,كانها من عصر النبوة الله يحفظها و يبارك لها,2
12982,هههه صولد لحوايج لميصلحوش غاليين يبيعوهم بنفس السعر لمعايا دير جام,1
12983,صراحة فيديو رائع,2
12984,هذا الشاف عندو شحال مابانش,1
12985,Rkhis 3la mobachir,0
12986,12:82 شعبة رياضيات انصحوني وش ندير باها,1
12987,Oue malgré je comprend pas ce qu'il dit mais en gros il a une bonne voix machallah,2
12988,هههه والله يا خويا غير يعطيك الصحة جمال فديوهاتك روعة وممتعة وزيد تفاجي ضحك هههه يعطيك الصحة,2
12989,Toooop 💥💥,2
12990,برافوووووووووو👌👌👌,2
12991,شوي موسيقى عاليا مقدرتش نركز على فيديو,0
12992,صلو على رسول الله صلى لله عليه وسلم وعلى الهي وصحبه اجمعين,2
12993,حسيت بالخوف في بلاصتك 😂😂😂,0
12994,ربي وكيلكم حرام عليكم مرا قد يماكم ديرولها هكا كون جات يماك تقبل يديرولها هكا نتوما رخاس مكمش رجال,0
12995,ما شاء الله تبارك الرحمان، مستوى عالمي ، صرامة ، انضباط ، شجاعة ، اللهم احفظ جميع أفراد الجيش الوطني الشعبي.,2
12996,اش جاب لجاب ياشيات تقارن بين رئيس دولة عضمى وروبوت يتحدت الى الجزائريين ويتكلم على الوجبات السخونة وكانه صاحب فندق او مطعم,0
12997,كل الحجج الداله على التطور هى حجج واهيه وظنيه ولا ترقى ابدا لدليل ولذلك مازالت خرافه.... وكل المنتسبين للخرافه يكذبون فى الحجج والادله والاسباب والظروف.. مدلسون.,0
12998,Bonsoir je suis un algérien à par entier .je pense que le problème égyptien reste égyptien,1
12999,"هل هذا البنك يتعامل الاورو فقط ,,,,انا احتاج حساب ب الدينار و شكرا",1
13000,شكون لي لاحض لخطا لي دارو الاستاد نتاع جمع الاسس في الدقيقة 9.44,1
13001,فيديوهاتك مفيدة جدا بس انت ليه مبتحطش المصادر العلمية لكل فيديو ؟,2
13002,نتي والله مكي نرمال انت صح كرثة,0
13003,من زمن كل شئ ممكن لم أشاهد حصة هادفة الحمد لله كاين ناس تطمح لما هو خير,2
13004,الله يبارك خويا زاكي ليفيدوهات تاوعك قوة ❤💚❤,2
13005,انا تعجبني الحصة مع هذوك الزوج الي يعلقو وحدهم بلا ماننساش عمر صويلح و كمال 😊😊😊👌👌👌👌👌👌,2
13006,شكرا أستاذ 💕💕💕,2
13007,هدف بونجاح جا من دعاوي الشعب و البكية لي بكينها........كثر خير ربي .... و بونجاح ربي يسترو و يحفظو,2
13008,أغلب الوالدين يتمنون أن يصبحوا أولادهم أطباء في مستقبل و هذا نضرا للقيمة كبيرة التي تحضى بها مهنة الطب في الجزائر,1
13009,مستوى تعليمي معدوم...لا هي تتحدث بالفرنسية لغة ماماها ولا هي تكلمت باللغة العربية ..ولا هي تكلمت بالعامية...فردة وطاحت على ختها...يلا روحي......ت.....طي,0
13010,بوركت أخي الفحل ربي يبدل الحال والاحول وهو على كل شيء قدير ولا حول ولا قوة الا بالله العلي العضيم,2
13011,Mâcha allah Farès. Trop dédicace. Dommage.,2
13012,من فضلك كم معدل المدرسة العليا للأساتذة شعبة آداب وفلسفة 🌛🌛🌛🌛🌛🌛,1
