Unnamed: 0,text,label
6501,ijiw igolna marok lamrarka allah la trabahkom ya fakakir,0
6502,زيئ يطل نسء يحض فرص كبر رجل زيء بنا رجل حقق لكن طرد اسف مرأ قلت كذب ان زيء بنت نسء صفق,0
6503,غيب,0
6504,يجب سعد رأة سمى ريم يجد عمل لزج وسك,1
6505,ياي الل ستر بلد هنت عمر دخل جاو دعش,2
6506,عله غلش مصر ماء سهل عمرو,1
6507,سوق شبك حرم تفق جمهور قهء,1
6508,بصح رحل,2
6509,رئس تبن اعط شرع شعب انتخبناك نظر قضء بقا عصب جلس قضي,0
6510,اخر جزر كتب اسم نسل ولو لرب ااو غدي ڨعد غي نشف ديرو واا ڨعد حقق عيش جزر لهم نصر قوم ظلم,0
6511,جزءر بقى قيم قلم دول وهي هدد زول لان بنت بطل وهم وعلىالكذب,0
6512,قرت قرب كومنتار كاملوعجبو كاملاو لام شهرةبرافوولاحضت بلي نشط رهو رقم علق جمل شاء الل هدي حصة دوم منوالوكل سبع قصة اجتماعية أخذ ناس عبر منهاويتقرب دين لان ربي نهض بدئ دين على سير نبي نجح مئة ئةفل لأب يرم أبنائ شارعول ابن يرم للد دار عجزةول كنة تقم بسب شتم زوجاو تقم بسب زوج بنت طول امهاوإلى اخر الن جمع مثقفول متدينإبتعد دين شيءفلنربي بنئ غرس حب الل ورسولهوالله بنء ترب بدئ دين صحح تخف وسط ذئب,2
6513,خصي نفس كون حكم نجف علي تشر لفم نتع,0
6514,وحد كتر خبر الل يتقبلهاش عقل بشر ولى عند هجس وخف سوس ربي بجب خير,0
6515,ساذ سعد الل اذي جمع جزر الل رحم,2
6516,حي قصب ترث ارخ اصل عرق همل طرف سلط عنة حفظ ترث جزر همل فعل يرد حطم هدم ترث جزر عرق زلت ارخ ترث,2
6517,غني سنة اول ههه,1
6518,خزعبل كذب وهم ناس,0
6519,لطف سم هدر,0
6520,سلم رحم الل على وبر لقم صحب زكي خوا خبر لبس مزي يخر حمد لله الل حفظ,1
6521,لحل قوة الا بلل ربي رحم جعل ؤوا جنة,2
6522,كلم لغة عرب,1
6523,ربي حنو خلق ابد ميضيعش عبدو كن يقن ربي حنو قرب جيب يجب دعة دعي دنا هذي ربي يعط رزقو كتبلو دنا ألو الل نشء الل جنة,2
6524,شحل ونت غي هدر جمي قول حجة صحح,0
6525,حب وطن امن,2
6526,professeur ça fait plaisirbravo,2
6527,fawzii les zhommes,2
6528,جزك الل خير ربي حفظ جعل ميز حسن,2
6529,برك الل حصل,2
6530,ana 3andi une voix chaba y9oulouli khasni na3ml haja biha bsah man9ch 3lakhatre rani sghira bref mashallah la voix ta3ak wlh top,2
6531,mechi goltana matt barja matokhrot 3lina,0
6532,نقش تحد ايل جذر جزر,0
6533,لهم رزق بطن حسن تعن تسر شؤن بلد عبد يرض عنا,1
6534,ربي فرج عليها على ومن,1
6535,ساذ ولل خدم 16 فصل كبر لقت 15 رني صدم,1
6536,نتج سرب درس بكر خين ديث عقد لقط,0
6537,srx hda tbon chkoun li chek yeji samini,0
6538,مافهمتش عقل نتع جزير عصب نهب بلد مند ازد عشر سنة جنرال ساك ودر رديتو ناس لاح زهء وخط جيتو طعنو فالشرفاء ردو زوف خدم رنس زرع فتن جزايريبن ورح فتن اشد قتل ولل مانسمحوله,0
6539,aucun niveau niveau tres tres bas bas ces de la honte pour notre pays votre langue et enveloper par la glue,0
6540,tozz ya soulalate aba lahab wa soulalate hamalate el hatab ya aba djahl,0
6541,ثال ؤثر جزر,2
6542,عرف بيل غيتس الن طلع لقح سرع وقع,1
6543,شكل كبر ان يبث هاد خطب عبر يتر وليس لفز وطن شكل وضح شعب مغب غلب امر غيب أحوال ترد عصب مرة سرق فقر شعب,0
6544,وكل دول الل يبر طيح شبب ولد امر,2
6545,djamel zaâim tes vidéos forts invite moi pour une sortie de courte dure je serrai très reconnaissant,2
6546,لهم غفر رحم وسك فسح جنت نزل سكن صبر اهل يرب علم صلة سلم رسل الل صلى الل سلم,2
6547,غنا ضدا كئب,2
6548,ربي يشف يعف خوا ولل 5 ير حبو,2
6549,الل رحم شهداء,2
6550,شاب امي جمل اصو جزر فعل سحق علم امي,2
6551,يحا جيش وطن شعب سلل جيش حرر ورب رحم بطل عمي صلح,2
6552,ربي يحم ان شاء الل,2
6553,حمد للة عرق رجع مثل خلص حرب,2
6554,فسد جزر يكم عقل غلب يرد خير بلد يجب حرب عقل فان خمج كبر,1
6555,بلد هذي رفد عبد دار شكب مايستاهل,0
6556,سلسل هيل حلق 30 هيل انا شفت سلسل عام اضي مرة ثني,2
6557,وزر شؤن طين وحل وزر صلو خمس شقا ياو عيو,0
6558,ربي يهد سرق نرن,0
6559,قطع نتج رنس شهر نصف قطع نصر حمد رسل الل صل الل سلم,2
6560,تحر علق حمر قول يدو خدم وجه شر ميكروب عيش معا,0
6561,ربي ستر بعد علي هموموالامراض شاء الل,1
6562,عجيم فنن كبر,2
6563,شفك الل وعف أعد سال غان لوط,2
6564,ماشاءالله لهم عزا سلم سلم,2
6565,nik mha blad zabi li diro f zawalui hkda,0
6566,اشء لله برك رحم عجز لسن عبر,2
6567,شاء الل ساذ بكس ربي يبر طرق لقء نقش ستى حلل طقي ذهب جزر فضل,2
6568,قلب بيض وحن تشف هدا كومونتار ربي مدل خير زور وجز الل خير,2
6569,ربي صبر لله اله رجع,1
6570,قمة شرك,2
6571,شبب بدن عمل وأن رمو درا ترب يخي منك شبع خرشف,0
6572,عدى ساد عرب زيطوط بعض قلة شرفاء هده درس درة درس خرج جرم وخن استئصالي بلد,0
6573,دين فلي جرجر ناس كانت خدم اجل وطن عمل نيت ربن علم قلب وقت حكم سلم,1
6574,ههه ناس نفق نهو حشء كشفو ناس درت حجة خلي بين وبين خلق ناس دير لخر خله بين الل مش قدم ناس تبن روح ولل يهد يهد جمع ؤمن,0
6575,رهم يقل بان وزر شؤن دين كرم صحح,1
6576,اشء الل خير ربي وخر اب مثل على خلق صرح تثر بهذ اسر حفض قلد سلم جدا عظييييييم حفظ الل,2
6577,ارأ زلو يتب بأن سيد نظم جزر لأن نظم فقر شعب أذل نرى رنس ركب زورق موت أتى جزر عمل يعش لهذ علم علم يقن اور بكل برد عصب سأل طلبو دخل رنس سعد قمع حرك عبر نظم مثل شعب شعب ثور بن هيد نقل لثر شعب حضن عيب 58 سنة قلل زلت هذه نظر جزر زرئ سؤلو خطب شعب خطبو لغة رنس صحى,1
6578,مي نشف شين ريح على ربة جيش نحب نبك بلد شيخ حبو عيشو وقت شبب روح ترح شيب,0
6579,حلق جد رئع دكتوور,2
6580,thank you god bless you,2
6581,خطر ويم دور وبب سرح وخو غدو عيد صدقو اعند شيء لدر عند شوي بصل وثم سني مايقضيو بصح راح لحل دور بعد لمد ايا نضت يما بكر درت قصع ربش وتك ردو عرب ذبح وكان عند شوي لحم خبي زدن جبد ايا وقص شوي هذك بصل صغر وثم وبل وطب ودر سلط زرد ونح رمن كرموس شجر وصت خوت الل جاي لمد جبل قزز ديسار وهذ نهر ضيف جنا هكو عرفو دور قصد بزف لعد وحق ربي جا طعم حكل بنن بني بني ماتتخيلوش دجج عرب ياو ضيف كملو ولبربوشة الل بقت سقو فلب قتل يما علم يبن صنع يدن نهر عرف سري وجه ماتتكليش سوق حنو ماينفعوكش ديم,1
6582,هدم ماش مرض هدم خرع هندس,2
6583,روح تخر يدو نتع يحا تبن,0
6584,ربي فرج زول شلل روع غني هدي,2
6585,ناقض حدث اخي ايب ترة تقل ولن كلم رنس كلم فهم شيئ ابد إصلاح نفس صلح ناس تحا وعي,0
6586,vive les hommes,2
6587,اخر زمن نسء قوم رجل قرب سعة مفر,1
6588,trés belle chanson machaalah,2
6589,ربي يشف ان شاء الل,2
6590,مون وحد رخس رخس روح حشمش فتة مايشرفنيش مثل خمج ولي يجي ركب وحد هدي,0
6591,سعد حرب امر يهد بنو صهي عرب بإذ الل على هزم فئة قلل غلب فئة كثر,2
6592,la sardine algérienne la meilleure du monde,2
6593,ana roht ltimgad,1
6594,ولل عرف مهم لقم عرق جبن braaaaavooo ولل رفع راس,2
6595,ربي هدد حلو علي ولل منسمحول,0
6596,عجب ارا كانت هدر ولل ضرب طيمووش,2
6597,جزك الل خير ساد فضل,2
6598,ولل صدق خون دين فلي عدل ركب ماتدخل لمخ سلم جزر جدد وجو قدم خبث خبث بلس,0
6599,زين عين خلق,2
6600,كبرشر غرب دعم لبوليزايرو ضذ وحد ربي تبغ قعد عسكر نذف,0
6601,قسم بلل ابن عندو 6 سنو برح جا ء قلق قلي اما منقراش هذك علم قتلو عله قلي اما حلت تمر صحح ودت ونا فرح قلي ضرب كغةعل وجه نكرهاقالي جوب امر صحح قولش احس تقل خلص لمذ يحس علي كلم سهل وهي احس فرح بيه بصح ولل نرح ليه ببا شرشح رخس رها عند عين وحد رخس فهم فهم,0
6602,كلم وقع عقل الل غلب,2
6603,هتم علم,1
6604,طلب ناس غرب قرء ارخ صرع عدم هرج ضحك حرب شئ هين وهن سقط روح,0
6605,تغب رجع زدد جهل طمس دين خدم فقط خرج فتى سعد تىح تجر تضح عليها علماء نقد كلم ميسمعوش خلص لنك جرد حشر طفل باب دعة فتى بسط طلب علم يسك لحج دلل وكن جيت عام نتع لصح تقعد قنو عار خدم كون انو اقل على الى ساذ جمع شرع اشي وبل وبل,0
6606,رهي فوض جمع رب يجب خير رآه هدا دير صحة وقل معش كمل بلي كورو بﻹد,0
6607,الل يزد راحتكترجع اسر احس حول خلك سياسهنحن غرب منى شفء عجل,2
6608,حرم قدر كلم شرح قلب ينر عقل جزك الل خير,2
6609,اخي خبب معك لأخ يصل جزر عند سؤل فضل ارك درن شكر,1
6610,ارد خلج خين عطو جزر لكل خضع الئ سرل جزر حتئ وان اخر دول خضع عرف رجل مثل عرق عاش جزر بلد لعز فخر عرب تخر بلد جزر بلد شهداء بلد شرف تحا عرق عشق شعب جزر عرب,2
6611,taknift tadumt ديرو بور سمو tahvult llakhli3,1
6612,سيس عقم فسد وسء سير يؤد فشل جال,1
6613,ربي يجب خير بلد,2
6614,رهو عند شحل ونا نست هدي la recettes,1
6615,شكن رهو شزف يدو 2020,1
6616,حلق رئع شكر,2
6617,حفظ الل ورع برع عية حفظ حمة دير وطن الل امن يرب علم,2
6618,مرأ شاء الل ربي يدم عشر,2
6619,تهل لان تؤم,2
6620,شكر يدو على مجهوداتكك مكن تضع عنو جلز ايضابالإضافة رجم سهل فهم لخت مشرقتحيات خيخو سيل,2
6621,rasdlapoupeedesalgeriennestfouuuuuu,0
6622,i3tike seha kolché byen,2
6623,جمع لمر ثني paتقاطعb قدرو حسبو هك pa pb خرج نتج صح دعا,1
6624,ههه ولل ضحك رمض,2
6625,اشء الل ربي حفظ للد,2
6626,ودي روح عصر روح شودو بعد طلقو تقل عدل قاع رخس,0
6627,رئع وصف حلى قنو,2
6628,khouya mknch math,1
6629,شعب غرب جزر خوت حمد لله,2
6630,حقق كشف حية كوكب اخر تعن مكن نشء حية لقئ,1
6631,ونة ركي رئع نحب بزف,2
6632,غني جد رئع ؤثر رفو موح ههو بدع جزر,2
6633,قطعتل قلب ربي فرج,2
6634,جرب وجت هبل بصح قنت,2
6635,الل يلع شوهو فصر لعب كبر غلو جع فرص خرجو اشع خرط ناس رخس,0
6636,woow vraiment woow haja chaba bzf lokan tkamel kima hak tbayen وهب تعك لصح غدي قبل,2
6637,الل رحم اب جزر بكت علىفقد لأب مرت مرة توف ابي ويم وفة ابي قيد صلح رحم الل رحم جمع ناس صلح مات أجل جزءر,2
6638,سمو وقع,1
6639,بيي سطر خوا خوا,2
6640,magnifique chansons,2
6641,الل رحم سمر ريض مازال قيد حية سمح ببث عهر,0
6642,عجبو بزف صويلح كمل عكز مت ضحك,2
6643,لهم شفي,2
6644,شاء الل بدر جد رئع ولد جزر حرة,2
6645,شكر خوا عتذر نيب ناس سبك شال فصل جزر تحو اكل هذي مرة,2
6646,الل برك وزد فرح نجح قلب اسل الل وفق سدد خطا وان جعل ذخر جزر بلد كبر,2
6647,رب ستر امة سلم رفع عنا بلء الل,2
6648,وجد غاز وجد ترل لكن خير مادقناهش وجه لشر ربي وكل,0
6649,لهم حفظ بلد سدد خطى قئد,2
6650,سيد رئس قرر ريح بطل نفذ قرر حسب مدة عطيهال اذا جاوزو مدة درو ولو حكم سجن رهم ولة رقو سقس نقل دزير سرق,0
6651,histoire de lalgérie se résume depuis 1962,1
6652,ايم رأت ووب بهر شخص فعل علم دين جعل راة ولذ,2
6653,تسم خوه مات جال بلد هذا ودك خوه تني معندوش دار يسك جزر جدد,0
6654,حمد لله عود رئس عفا سال,2
6655,يعط صحة خوا سلم,2
6656,سلم الل سهل كول وحذ دخل تبو عند فلق الل فرح فهد عشر,1
6657,بلد مافيهش خدم خدم نسء بعد حسبو ناس حسبو روح مسأليل توع شعر رولم شعب يدي حبس,0
6658,اذا طلعو قع اهي ثني رفد لكم هءل لمذ ثني عقد زوبع فنج حل اخر قالتهولي اذة قتل خدموش اقل عدل 950يجوز بيم ولي جاب عدل 10ومافوق نجح,1
6659,خوت رني سمع 50000خترا رني عيش دي غنا شكن,1
6660,hhhhh niveau bas,0
6661,قلت ضرب فاااااتح اتح ولل قلت فتح حسب الل نعم وكل يافاااتح الل حرق الل يجيبهالك حيت الل يجيبهالك فتح الل جيبهال كاااامل ركم كمل يسك لحق ركم خبو حقق امه بصح غدى قدم ربي تقابلووووه تقااااابلوه حسب الل نعم وكل الل حرق قلب فلذ كبد حرقتول قلب الل جيبهال صحة دوو براو,0
6662,دعل نجب 15 دعا جاب,1
6663,رب كتر مال,2
6664,يرب وفق حبت بلد,2
6665,سوف هدا شحل صاااااامط,0
6666,قسم بلل ريح نتق هدا صحف وحد ضربو قنبل نتع لخر حشا درج هدي ستى نحط صدقو قدر كمل يدو هدا صح عندو ببا يمه تفوووووووووه خرا,0
6667,روح ريف حوز بين بلي يزم,0
6668,sahiiit hbb hadja raw3a,2
6669,sabotage blad zebiiiiii,0
6670,ختل عقليمنصف رزق الد حصل دوكتور جال لطب كتب سيس فكر حقق بنلقصديرة وكل خرء,0
6671,يسم صدقو نتو شوفو قدم عين كذب كذب تقل وزر خرط روح الل يذل دنا وخر ذليتو شعب غلب امر,0
6672,ودي عرب سحر جمل عصم زرت لحق انه دين رئع سكن طيب تخلق,2
6673,يرب حفظ خوت قبيل يرب,2
6674,لهم جعل كيد نحر لهم حفض جزر,2
6675,صلى الل نبي حمد وآل صلا عليهﷺ,2
6676,سبح الل هكد يما ولف عاد واابساطه نسو كوز يعط صحه,2
6677,نحب نعز,2
6678,0000000000000,0
6679,et toi mdz tu prend les miettes de ton zarboute le traites,0
6680,tekhlasse 3like tejri fe etrigue we drari ytalbou fike ya tahane ya walid,0
6681,اين قئم عدل فنا كشف تطه لحم خرف جيد,1
6682,هههههههههه قتلتو شعب غرب ضحك هههههههههه,1
6683,جهنم خلد ارب دمرتو حية ناس حرم حسب الل نعم وكل,0
6684,sah khouya andek elhak nessemhoulha had mara moussamah karim allah yahdiha ou yahdina,2
6685,سلم جمع رؤساء ملو عرب عملوش ذرة صبح شعب شعب,0
6686,حجا حدوخر هاد طبع نح كيج ععععع رقو نسا كمل ديرو كيج,0
6687,khadma chaba ya3tik saha,2
6688,عقب لين شاء الل,2
6689,اخ قتل قتل يمش جنز اه دول غدارةهكذا فعل با صحف عيل فصح باب زور سنو لدم لهم نفس طرق نفس سناريولكي الل جزير,1
6690,سأل ولا عظم رب عرش عظم رزق رئس حبب شفء عجل سلم سيد تبن,2
6691,حدت,1
6692,ابوراسارادخلنفيحيطالذينحندخلنفيهمنزمانحلمشكلالاقتصادهوحلمشكلاسكنوحلمشكلقطاعاصحيوالعملعلايصالالفلاحالماءواطريقالمعبدفقطستخرجالجزاءرمنالفقرالمقطعايلاثروالكبيرحلالمشكلهوبينوالمشكلهوبينومنيعملعلبقاءالمشكلبينلماذالغازاصخريهوالحلوالحلولموجودتركتمسكلاسكنوقطاعاصحيوتذهبايلاتكلمعلالغازاصخريوتعملعلانالحلفقطهوفيالغازاصخريالحلليسفياخراجالغازاصخريانيضامعاجزاومتعمدعلعلحلالمشكلاناساواشعبليهمهالغذاءكمايهمهمشكلاسكنوالقطاعاصحيمشكلالاكلهوليسمشكلالمشكلهوالقطعاتمشلولكاملنقطاعاتربيمشلولقطاعاصحيمشلولقطاعاسكنمشلولالقطاعالاكبروهوالاستهلاكاليوميهوالمشكلالاكبرهوقطاعالفلاحيستوردنالحليبوستوردونالقمحيستوردونالاعلافيستوردونالباسالمصانعمبنيعلالمنتجالمستورديصقطسعرالبترولتذهبالمصانعايلالمجهوللماذالمصانعليستمبنيعلالمنتجالمحليكيليكونلهدخلفيسعراليترولتكونمصانعحقيقيوليسوهميمبنيعلتبيضالاموالونهبدخلالبترولالمشكلهوفيالبنياتحتيالذيهيمدمرمنكلالجوانبايرايسدوليبدءفيالعملسيجداعاقمنكلشيءمنالمسءولهوينهبومناتخطيطهوسيءوخاطءومنالعدويعملعلالعرقيلومناليدالعاملليستخبيرومستوضعيفويستدمبياتفقياتخارجيمستورداليتروليفرضايضنالاستبدالبيالمنتجالذييصنعاوينتجهيشاكلكبيرولاكنعليهانيعملويتركالمشاكلالخارجيتحتالبصاطويعملعلتوعيتالمستهلكعلاستهلاكالمنتجالمحليوفقطاولشيءيعملهارايسهووضعاولويتالبلدعلاتفقياتالخارجيمناحيتالاقتصادوالمشاكلالاخراسياسيهيليهميتعاملمثلماتتعاملكلادولوفقطيمشيفيالمخططالعالمياسياسيويخرجعناطوععلالاقتصادهواساسالبلدوبقاءالبلد مثلمتفعلاسعوديوالامراتوقطرالاقتصاداداخليشيءوسياسالخارجيشيء,1
6693,الل يبر فدو جد رئع يعط صحة,2
6694,غرب يسو عبقر ونح غبياء فقط دعم فشل نجح ونح حرب نجح فشل قول طبق هذو جمع تهز ببوناطيرو ياو روح نتا الا اذا لفم شرك خترعل اسد دوء خخخخ هكا قيتو جهل,1
6695,درتو سلسل هيل لقم برافووووو,2
6696,خبز وال ورس سما فضل كثر سفر لوك ورس فلح نتم رجع سخر علم وجء خبر اان مسخ نتانياهو مجن رنب جمع الن سلو امر طبع قلو حشيناهالوووو ههههههههههه,0
6697,نفق صبع زرق زال أمن,0
6698,ربط حمل لعب,1
6699,c est les seules que je regarde sur samira elles sont adorables et leurs recettes je les réussi toujours surtout makrout sniwa ou 9alb el baqlawa,2
6700,بلص,1
6701,ولل تشك لحم وحس شيم عهد وفى يلي رفع نيف,2
6702,حرش خرا سير صمط بسل,0
6703,نعل بو مايحبناش,0
6704,حول قوة بلل علي عظم بلد حجم قرة الل يبر ربي عطي خير ترل خير كلو خون فقر حتج عيش تحت لرض حسب الل نعم وكل,0
6705,بجي جمل ولي زرت بلد منى رجع نزر مي شلل جمل نظر بجي منى تكون زرت,2
6706,رئع كعد دكتور وضع متز,2
6707,كلم حق علي روراو,1
6708,تحا تبن امم ونح معك خندق,2
6709,قعد حرم سلب حور حسن روح ربي رحم صبر لمم دعل,0
6710,الل حفضو يرب,2
6711,الل هدل وسخ بلد علم وسخ خمج الل ستر الل فضح تفو,0
6712,حثل زدتول شان لرد عليها ورب عرف فيديوهات,0
6713,تفه رتو خبر عدل افه افه,0
6714,سبح الل يثق شيخ تبل نفس يجر كرس يتق شاب كله طمح قدم,0
6715,يرب لهج جزر مو فهم ابد,1
6716,l europe grib iwelou yetfargouk macha2 allah,2
6717,نسى انك صدق بان عصب سجن صدق بان ڤيد مدف صدق ان يرس وجد,0
6718,الم خلي بير بغط,0
6719,لحل قوة بلل الل نعل يقن شرق تفو الم كرو حضر عري رخس عند اتى طفل,0
6720,نور سمر شاف,2
6721,صحف جزر ارع سمع شكر جزل ديع,2
6722,حصة كلب,0
6723,حطل وصف شاف فطم حصه وبر,1
6724,شعب جزر مل كلم وإن نرد فعل قرأ علق نتج ان شعب جزر نطو حيل كلم نمق ولل تحشيوهالي,1
6725,درب ورب لوك نحب نجي حصة خلص خلصو حبت عرف,1
6726,rak four,2
6727,amar lahmar drogue son fis vive la justice de zaghmati,0
6728,خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج خمج,0
6729,خي قرا عود سهل برك اغب روح,0
6730,حدد ودر خدد نفس عصب كرر وجو جدد,0
6731,allah yerhamou un vrais algerien,2
6732,ربي رزق شفء عجل غير اجل شاء الل رب اول مبر مجد خلد شهدائ برر,2
6733,صوتو شبب,2
6734,rabi barek 3lik fhel ou rajel ta sah inchallah 20 ans habs,1
6735,ناس كمل قدر نجح دير برج بدر بيت سلم الل يكف مني اوك,0
6736,قسمل قلي الل حرقو,0
6737,شكن طحت دمع عين عاش رحل وفق خوا موح,2
6738,houyam bien machi ghyoura,0
6739,يدو فل قما خو,2
6740,شهر هدل,0
6741,دار سلب روحلو لست,0
6742,تعي قدم بفففففغف عيت هدر وحد ميهدروش بين حبو خدمو تهل بلص قعد قلو,0
6743,ولل قاع خرت روحو جيبو عصب,0
6744,سير توو احس سير علم رحة حرك هيكل,2
6745,شكر قنة شرق,2
6746,رئس جمهور لكل خلى مان وال تقل رئس يعز حسب الل نعم وكل ظلم,0
6747,الل يشف رضى رب ولل رحم امو رحم رحم,2
6748,سمع يقل عرف فلي pff حيل هدي قستيهاش راة كونش ربة هدم عئل مش فلش,0
6749,امر فور,2
6750,حول قوة بلل سود هته حدث عنه سود الل وجه,0
6751,صحف حمر يحب سمع عرف هدر,0
6752,سلم كذب عقو بلا بلا بلا بلا,0
6753,رجو ان صدقو دحر نفذ رنس خمج,0
6754,كاذيب جدد بن قسزدير كذب تبع طبق امر غرب صحراء غرب طبق اسرائيلي,0
6755,فئت هشة تدي 3000 دينار مسا زيدول يعش اشي ديرول خطب بلا عنى,0
6756,لوك جاء رجل شوى رهى دات طرح موت,0
6757,ربع سنو كشف روح الل يبر خوا خوا شحل كذب قول كتاشفو مش كشف روح,1
6758,وشي ستى جد نحط حشا وسو كمل جبك بلص تستاهلكش,0
6759,وفء اعز شيم جزىر,2
6760,بلد سلم ام بلد سيح تأت خلق رؤة غفر ان تغط شعر دول غير سلم نسء يغط شعر ثنء جنز هذا لحد صل طول الل فسق تفه الل ربح,0
6761,هذي غيب حبب good job bro,1
6762,جيش خسف عهد باق امر snp بو خرص عهر بعث سرر عئل,0
6763,حسب الل نعم وكل الي وفي دول فرض خدم لقئ دول اشي بيد ربي قدر يقو ستر يرب,2
6764,تبث الل طرق لحق,2
6765,ya ould elhadjala ahna ma votinas ma andna raiss ahna chaabna mouhtal avec des barrages militaire,0
6766,لوك مندافعوش نبي حمد صلى سلم بلد نتع كله عيش زيد دنا,2
6767,ههه يعط صحة هيل احس مثل لوك درت ربو tourbillon شعر وصل يعط صحة هذم قرذ اشء الل لكن ديتل طبس قرط ماش لوب,2
6768,شلل تطر سيح جزر,2
6769,ان لله وان اليه رجع ربي رحمو وسع يسك فسح جنن,2
6770,حمي تقل جاباتو رنس خلتو عند تفوووووو,0
6771,rabi yarhmo ya khamti elbaraka fi wlado inchallh w yaatikom sbare,2
6772,قمو نرن بعد خرطو,0
6773,هدر عمم نفق يسو مكر غدر وكل يجب قوة لزم علم سي شوش خلط تتو سنر,0
6774,حبو رجعو حجة بسف ديرو وزر ريحو بلد هلل,0
6775,wenta mazal alabalna biha,1
6776,سان هدي نحب بزف بزف,2
6777,ربي رحم هيثم,2
6778,الل ربح جيبو فالبراءة عذبو كون ركم خلو نطف كرش خير نتو رقب خممتو لدو وماعندكمش كوش حلب لمن دتو ناس خدمو وزد طزن حصل روح دار جرب كون هيتو حسنو وضع رممو دار اشي خير ناس خير اهمش كرو لذر فما قطع,0
6779,امن لعو زب حدد صحر شرق غرب شوفو ديرو يااااااااو بلا بين ماتقدروش عيشو ااو همو عرفو الل قلن كلم بتن ظلم هنو روح,0
6780,عجب ولد مثل روع هلو عندو وهب مثل نظر ديلو عبر كلش,2
6781,دائ شرح ليئ جمل شائ جمل اهي فيد حور يكون شرع نكم قلتلم سلم اضف كلم سلم شيئ سهل اذا كانت سلم بحق,2
6782,داى قمة ربي فرح ام ولد,2
6783,ربي فرج عليكوم على مغب يرب,2
6784,جزر كلم فرس خئن جزر,0
6785,هرج كلم حرز سوء الل هرج نتا غوارديولا,0
6786,هذا زما هك الل عندو حق هدر عالحق يمت خاطر حكم دار قان,1
6787,les zhomme khawtiii,2
6788,تحا جزر,1
6789,شحل نحب حصة قلو لضح نحب,2
6790,الل حفظ نفع نحط شوكول بنة,1
6791,عمل رئع لكن جهي,2
6792,يقل سنو نقب عرف ظرف ستذ فوض طلب حقق شيء شي فتر نسق لان نبع عان وقع مر ساذ بدئ,1
6793,يعط صحا اذة تمر قمة,2
6794,الل حفض ساذ,2
6795,mr djerrade ce nes que khorti,0
6796,شكر لهم بلغ رمض صحة عفي,2
6797,lahe eberek soutek arwe3e macha allahe,1
6798,les hommes rbi yahfdkm lynda de oran,2
6799,كره متاكذبش علي,0
6800,جزءر تظل قبل حرر ومع قضة فلسطينية عدل ابد عشت لسط هوة عار لكل خون عرب,2
6801,وفق تهل صطفى حلي حلة اخي هبت ربي سهل شاء الل,2
6802,سخر حب حية بدل مشي لزم شهر فسو قدر ريجيم بيت حبيتو علي شوهر لدر ههه فقو فقو,0
6803,اشء الل تبن رزن ومش تكبر,2
6804,شكر جمع حلق شيق عدق هلا قهة 25 لير كوب يوم حول علم,2
6805,حتى رئع وصل,2
6806,داك رنمج كمل سرق شي سرق فكر معندهمش طيح فنن نحر لنس عجب,0
6807,کسی عری جیه لعب رجل روحی زوجی شدی درک راجلک أولادک خطیک لعب رجل,0
6808,كبر رخس وجه قصدير صدي,0
6809,شاء الل ديم جزءر حرب فسد نرد شعد دعر واي شيء فسد تبق حكو خاد خمت,1
6810,شكر ساذ شرح قمة,2
6811,قتش لعب هدي حيص,1
6812,dir autorisation ta3 trig wallah normallement nta ydirouhalek normale,1
6813,نتو رهب رخس,0
6814,صلا سيد حمد صلي الل سلم,2
6815,اخت دعل ربي فرج همي نفس كرب حقق اتم,1
6816,ربي رحمو وسع ان شاءالل ورب صبر عئل ان شاءالل,0
6817,paix a leurs âmes nchallah et grand courage a leurs proches,2
6818,سؤل درة دول سؤل علي مضء سؤل شي دأب ركب وله عرف مازال كذب رشة فسد واع,0
6819,عجب حمد طيف,2
6820,اكي كيف كيف,0
6821,rajal ta3 sa7 dziri ta3 sa7 nesta3raf bih,2
6822,رحم ولد ركو ماتفسدو طجن قسنط ويا ام ولد علع قلت شزق علع غضت تقل طاج خاص بقسنطينة,0
6823,رحم الل قبل شهداء,2
6824,ولل نشف هذي يسد حرم حلى قلب اشك كيف خبط جام,2
6825,صحب نجم صعد كينغ اشي فنن نسك خير,0
6826,لشف علق فرح ربي فرح ختص طبخ حلي,2
6827,دير اسم يني رجل,1
6828,ربي يعط صحة رحمل ولد ربي وفق حفظ ان شاء الل,2
6829,جيح هدي فتح وحد غلق,0
6830,تغظ خو,0
6831,حلى يلم يلم علم,2
6832,روس امر يخض حرب اجل غرب جزر ولاعتراف امر عني اجل برر طبع,1
6833,تحة امن وطن شرط غرب احس حجة امن وطن,2
6834,خدم عود سرق بلادميكي,0
6835,zidouna,1
6836,طيموش كمل,1
6837,grand soutien à si larbi mohamed haya allahou el ahrar tahia el jazair libre,2
6838,سلم دكتور نضل رجو ان خصص حلق يرس كورو مكن ان تطر صبح وبء علم يقض نصف سكن علم شكر,1
6839,نشء الل يكون رئس وفي بلد فرو عيش شعب جزر,2
